RowNames	Chr	GenomeStart	GenomeEnd	GenomeMid	FeatureStart	FeatureEnd	Strand	Description	EnsemblGeneID
1024	3	138380551	138392886	138386719	138380551	138392886	1	alcohol dehydrogenase 5 (class III), chi polypeptide [Source:MarkerSymbol;Acc:MGI:87929]	ENSMUSG00000028138
1025	3	138396347	138426769	138411558	138426769	138396347	-1	methionyl aminopeptidase 1 [Source:MarkerSymbol;Acc:MGI:1922874]	ENSMUSG00000005813
1026	3	138463812	138464192	138464002	138463812	138464192	1	predicted gene, EG668879 [Source:MarkerSymbol;Acc:MGI:3649046]	ENSMUSG00000074205
1027	3	138483708	138492891	138488300	138483708	138492891	1	eukaryotic translation initiation factor 4E [Source:MarkerSymbol;Acc:MGI:95305]	ENSMUSG00000028156
1192	3	138513911	138515451	138514681	138515451	138513911	-1		ENSMUSG00000045411
1193	3	138539231	138539820	138539525	138539231	138539820	1		ENSMUSG00000053781
1028	3	138679582	138841811	138760696	138679582	138841811	1	tetraspanin 5 [Source:MarkerSymbol;Acc:MGI:1928096]	ENSMUSG00000028152
1029	3	138864972	138987976	138926474	138987976	138864972	-1	RAP1, GTP-GDP dissociation stimulator 1 [Source:MarkerSymbol;Acc:MGI:2385189]	ENSMUSG00000028149
1030	3	139065721	139066158	139065939	139066158	139065721	-1		ENSMUSG00000057017
1031	3	139143280	139647686	139395483	139143280	139647686	1	RIKEN cDNA B930007M17 gene [Source:MarkerSymbol;Acc:MGI:2685863]	ENSMUSG00000047940
1313	3	139355144	139355250	139355197	139355250	139355144	-1	U6 spliceosomal RNA [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000065675
1194	3	140054009	140055422	140054715	140055422	140054009	-1	similar to DiGeorge syndrome critical region gene 14 (predicted) (LOC669602), mRNA [Source:RefSeq_dna;Acc:XR_002588]	ENSMUSG00000044399
1032	3	140776480	140777024	140776752	140777024	140776480	-1		ENSMUSG00000068570
1033	3	141147957	141149132	141148545	141149132	141147957	-1	pyruvate dehydrogenase E1 alpha 2 [Source:MarkerSymbol;Acc:MGI:97533]	ENSMUSG00000047674
1034	3	141403101	141765959	141584530	141403101	141765959	1	unc-5 homolog C (C. elegans) [Source:MarkerSymbol;Acc:MGI:1095412]	ENSMUSG00000059921
1035	3	141774523	142106600	141940561	142106600	141774523	-1	bone morphogenetic protein receptor, type 1B [Source:MarkerSymbol;Acc:MGI:107191]	ENSMUSG00000052430
1036	3	142179594	142333029	142256312	142333029	142179594	-1	PDZ and LIM domain 5 [Source:MarkerSymbol;Acc:MGI:1927489]	ENSMUSG00000028273
1037	3	142434286	142459729	142447008	142434286	142459729	1	guanylate nucleotide binding protein 5 [Source:MarkerSymbol;Acc:MGI:2429943]	ENSMUSG00000040264
1038	3	142467728	142484907	142476318	142467728	142484907	1	guanylate binding protein 6 [Source:MarkerSymbol;Acc:MGI:2444421]	ENSMUSG00000040253
1039	3	142497531	142510599	142504065	142497531	142510599	1	guanylate nucleotide binding protein 3 [Source:MarkerSymbol;Acc:MGI:1926263]	ENSMUSG00000028268
1040	3	142532233	142556562	142544397	142532233	142556562	1	guanylate nucleotide binding protein 1 [Source:MarkerSymbol;Acc:MGI:95666]	ENSMUSG00000028269
1041	3	142558028	142575392	142566710	142558028	142575392	1	guanylate nucleotide binding protein 2 [Source:MarkerSymbol;Acc:MGI:102772]	ENSMUSG00000028270
1042	3	142638466	142682296	142660381	142638466	142682296	1	cysteine conjugate-beta lyase 2 [Source:MarkerSymbol;Acc:MGI:2677849]	ENSMUSG00000040213
1043	3	142702633	142720992	142711813	142702633	142720992	1	general transcription factor IIB [Source:MarkerSymbol;Acc:MGI:2385191]	ENSMUSG00000028271
1314	3	142710358	142710462	142710410	142710462	142710358	-1	U6 spliceosomal RNA [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000065130
1044	3	142730845	142819376	142775111	142819376	142730845	-1	protein kinase N2 [Source:MarkerSymbol;Acc:MGI:109211]	ENSMUSG00000004591
1195	3	142899997	142900998	142900497	142899997	142900998	1		ENSMUSG00000074200
1045	3	144131276	144139434	144135355	144139434	144131276	-1	LIM domain only 4 [Source:MarkerSymbol;Acc:MGI:109360]	ENSMUSG00000028266
1046	3	144368489	144507525	144438007	144507525	144368489	-1	heparan sulfate 2-O-sulfotransferase 1 [Source:MarkerSymbol;Acc:MGI:1346049]	ENSMUSG00000040151
1047	3	144508111	144534340	144521225	144508111	144534340	1	selenoprotein [Source:MarkerSymbol;Acc:MGI:1927947]	ENSMUSG00000037072
1306	3	144524211	144524338	144524275	144524338	144524211	-1	Small nucleolar RNA SNORA2 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000064960
1048	3	144626230	144657709	144641970	144657709	144626230	-1	SH3-domain GRB2-like B1 (endophilin) [Source:MarkerSymbol;Acc:MGI:1859730]	ENSMUSG00000037062
1049	3	144667304	144698363	144682834	144698363	144667304	-1	chloride channel calcium activated 1 [Source:MarkerSymbol;Acc:MGI:1316732]	ENSMUSG00000056025
1050	3	144733955	144756863	144745409	144756863	144733955	-1	chloride channel calcium activated 2 [Source:MarkerSymbol;Acc:MGI:1931471]	ENSMUSG00000028262
1051	3	144760163	144786688	144773425	144786688	144760163	-1	chloride channel calcium activated 4 [Source:MarkerSymbol;Acc:MGI:2181989]	ENSMUSG00000037033
1052	3	144816765	144827131	144821948	144827131	144816765	-1	predicted gene, EG622139 [Source:MarkerSymbol;Acc:MGI:3643218]	ENSMUSG00000074196
1053	3	144848307	144869919	144859113	144869919	144848307	-1	expressed sequence AI747448 [Source:MarkerSymbol;Acc:MGI:2139790]	ENSMUSG00000074195
1054	3	144889872	144912431	144901152	144912431	144889872	-1	chloride channel calcium activated 6 [Source:MarkerSymbol;Acc:MGI:2139744]	ENSMUSG00000068547
1055	3	144941923	144970158	144956041	144970158	144941923	-1	chloride channel calcium activated 3 [Source:MarkerSymbol;Acc:MGI:1346342]	ENSMUSG00000028255
1056	3	145007653	145036490	145022071	145036490	145007653	-1	chloride channel calcium activated 5 [Source:MarkerSymbol;Acc:MGI:2139758]	ENSMUSG00000036960
1057	3	145055975	145091273	145073624	145055975	145091273	1	outer dense fiber of sperm tails 2-like [Source:MarkerSymbol;Acc:MGI:1098600]	ENSMUSG00000028256
1058	3	145229858	145489391	145359624	145229858	145489391	1	procollagen, type XXIV, alpha 1 [Source:MarkerSymbol;Acc:MGI:1918605]	ENSMUSG00000028197
1059	3	145513616	145541361	145527488	145513616	145541361	1	RIKEN cDNA 2410019A14 gene [Source:MarkerSymbol;Acc:MGI:1916996]	ENSMUSG00000074182
1060	3	145584362	145587367	145585864	145587367	145584362	-1	cysteine rich protein 61 [Source:MarkerSymbol;Acc:MGI:88613]	ENSMUSG00000028195
1061	3	145696113	145829059	145762586	145696113	145829059	1	dimethylarginine dimethylaminohydrolase 1 [Source:MarkerSymbol;Acc:MGI:1916469]	ENSMUSG00000028194
1062	3	145861736	145871669	145866702	145861736	145871669	1	B-cell leukemia/lymphoma 10 [Source:MarkerSymbol;Acc:MGI:1337994]	ENSMUSG00000028191
1063	3	145875428	145882213	145878820	145875428	145882213	1	RIKEN cDNA 2410004B18 gene [Source:MarkerSymbol;Acc:MGI:1913671]	ENSMUSG00000036873
1064	3	145926039	145958429	145942234	145926039	145958429	1	synapse defective 1, Rho GTPase, homolog 2 (C. elegans) [Source:MarkerSymbol;Acc:MGI:3036264]	ENSMUSG00000036863
1065	3	145977913	146045422	146011667	146045422	145977913	-1	WD repeat domain 63 [Source:MarkerSymbol;Acc:MGI:3045269]	ENSMUSG00000043020
1347	3	146053488	146053640	146053564	146053640	146053488	-1	U1 spliceosomal RNA [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000065937
1066	3	146059064	146079192	146069128	146059064	146079192	1	mucolipin 3 [Source:MarkerSymbol;Acc:MGI:1890500]	ENSMUSG00000036853
1067	3	146087229	146132898	146110063	146087229	146132898	1	mucolipin 2 [Source:MarkerSymbol;Acc:MGI:1915529]	ENSMUSG00000011008
1068	3	146158371	146223572	146190971	146158371	146223572	1	endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor 7 [Source:MarkerSymbol;Acc:MGI:1929469]	ENSMUSG00000036832
1069	3	146306137	146306442	146306289	146306442	146306137	-1	predicted gene, ENSMUSG00000074175 [Source:MarkerSymbol;Acc:MGI:3641739]	ENSMUSG00000074175
1070	3	146342041	146377521	146359781	146342041	146377521	1	synovial sarcoma, X breakpoint 2 interacting protein [Source:MarkerSymbol;Acc:MGI:2139150]	ENSMUSG00000036825
1071	3	146342199	146533998	146438099	146533998	146342199	-1	deoxyribonuclease II beta [Source:MarkerSymbol;Acc:MGI:1913283]	ENSMUSG00000028185
1072	3	146387879	146403157	146395518	146387879	146403157	1	chitobiase, di-N-acetyl- [Source:MarkerSymbol;Acc:MGI:1921495]	ENSMUSG00000028189
1073	3	146394589	146437139	146415864	146437139	146394589	-1	spermatogenesis associated 1 [Source:MarkerSymbol;Acc:MGI:1918201]	ENSMUSG00000028188
1074	3	146437222	146442929	146440076	146437222	146442929	1	guanine nucleotide binding protein (G protein), gamma 5 subunit [Source:MarkerSymbol;Acc:MGI:109164]	ENSMUSG00000068523
1075	3	146443734	146458794	146451264	146458794	146443734	-1	brix domain containing 5 [Source:MarkerSymbol;Acc:MGI:1917535]	ENSMUSG00000028187
1076	3	146534535	146568869	146551702	146534535	146568869	1	urate oxidase [Source:MarkerSymbol;Acc:MGI:98907]	ENSMUSG00000028186
1077	3	146583385	146588700	146586043	146588700	146583385	-1	RIKEN cDNA 4930503B20 gene [Source:MarkerSymbol;Acc:MGI:1922264]	ENSMUSG00000048652
1196	3	146633608	146634136	146633872	146633608	146634136	1		ENSMUSG00000068386
1078	3	146666960	146750346	146708653	146750346	146666960	-1	protein kinase, cAMP dependent, catalytic, beta [Source:MarkerSymbol;Acc:MGI:97594]	ENSMUSG00000005034
1079	3	146776197	146776733	146776465	146776733	146776197	-1		ENSMUSG00000070343
1080	3	146789793	146877642	146833717	146789793	146877642	1	tubulin tyrosine ligase-like family, member 7 [Source:MarkerSymbol;Acc:MGI:1918142]	ENSMUSG00000036745
1081	3	146881433	146920136	146900785	146881433	146920136	1	tubulin tyrosine ligase-like family, member 7 [Source:MarkerSymbol;Acc:MGI:1918142]	ENSMUSG00000036736
1263	3	148291473	148291604	148291539	148291604	148291473	-1	Small nucleolar RNA SNORA17 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000077441
1082	3	148753242	148789342	148771292	148789342	148753242	-1	latrophilin 2 [Source:MarkerSymbol;Acc:MGI:2139714]	ENSMUSG00000028184
1083	3	148827794	148892021	148859908	148892021	148827794	-1	latrophilin 2 [Source:MarkerSymbol;Acc:MGI:2139714]	ENSMUSG00000074173
1208	3	148966318	148966424	148966371	148966318	148966424	1	U6 spliceosomal RNA [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000065270
1084	3	149122537	149122881	149122709	149122881	149122537	-1	predicted gene, ENSMUSG00000053583 [Source:MarkerSymbol;Acc:MGI:3641631]	ENSMUSG00000053583
1085	3	149147657	149148104	149147881	149147657	149148104	1		ENSMUSG00000063853
1086	3	149161842	149162237	149162040	149162237	149161842	-1	predicted gene, ENSMUSG00000070342 [Source:MarkerSymbol;Acc:MGI:3642138]	ENSMUSG00000070342
1087	3	149242236	149278012	149260124	149242236	149278012	1	predicted gene, EG381483 [Source:MarkerSymbol;Acc:MGI:3648405]	ENSMUSG00000069803
1088	3	150010041	150010928	150010485	150010928	150010041	-1		ENSMUSG00000047676
1209	3	150686883	150686933	150686908	150686933	150686883	-1	U7 small nuclear RNA [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000077162
1089	3	151375273	151482474	151428873	151375273	151482474	1	EGF, latrophilin seven transmembrane domain containing 1 [Source:MarkerSymbol;Acc:MGI:2655562]	ENSMUSG00000039167
1350	3	151545729	151545835	151545782	151545729	151545835	1	U6 spliceosomal RNA [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000065138
1090	3	151668310	151687235	151677772	151687235	151668310	-1	interferon-induced protein 44 [Source:MarkerSymbol;Acc:MGI:2443016]	ENSMUSG00000028037
1091	3	151697027	151700277	151698652	151700277	151697027	-1	histocompatibility 28 [Source:MarkerSymbol;Acc:MGI:95975]	ENSMUSG00000039146
1092	3	151737371	151774818	151756095	151774818	151737371	-1	prostaglandin F receptor [Source:MarkerSymbol;Acc:MGI:97796]	ENSMUSG00000028036
1261	3	151863734	151863783	151863758	151863783	151863734	-1	U7 small nuclear RNA [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000065652
1197	3	151896577	151897051	151896814	151896577	151897051	1		ENSMUSG00000074172
1093	3	152031229	152103336	152067283	152103336	152031229	-1	GIPC PDZ domain containing family, member 2 [Source:MarkerSymbol;Acc:MGI:1889209]	ENSMUSG00000039131
1094	3	152102760	152103874	152103317	152102760	152103874	1	predicted gene, ENSMUSG00000054747 [Source:MarkerSymbol;Acc:MGI:3642398]	ENSMUSG00000054747
1095	3	152121482	152147469	152134476	152147469	152121482	-1	DnaJ (Hsp40) homolog, subfamily B, member 4 [Source:MarkerSymbol;Acc:MGI:1914285]	ENSMUSG00000028035
1096	3	152147884	152170157	152159020	152147884	152170157	1	far upstream element (FUSE) binding protein 1 [Source:MarkerSymbol;Acc:MGI:1196294]	ENSMUSG00000028034
1097	3	152174368	152203648	152189008	152203648	152174368	-1	nexilin [Source:MarkerSymbol;Acc:MGI:1916060]	ENSMUSG00000039103
1098	3	152211235	152277793	152244514	152277793	152211235	-1	RIKEN cDNA C030011O14 gene [Source:MarkerSymbol;Acc:MGI:1924567]	ENSMUSG00000054942
1099	3	152283864	152330719	152307292	152283864	152330719	1	ubiquitin specific peptidase 33 [Source:MarkerSymbol;Acc:MGI:2159711]	ENSMUSG00000025437
1100	3	152334080	152396867	152365474	152334080	152396867	1	zinc finger, ZZ domain containing 3 [Source:MarkerSymbol;Acc:MGI:1920453]	ENSMUSG00000039068
1101	3	152400201	152605526	152502863	152605526	152400201	-1	adenylate kinase 5 [Source:MarkerSymbol;Acc:MGI:2677491]	ENSMUSG00000039058
1102	3	152651490	152726397	152688944	152651490	152726397	1	phosphatidylinositol glycan anchor biosynthesis, class K [Source:MarkerSymbol;Acc:MGI:1913863]	ENSMUSG00000039047
1103	3	152758897	152918698	152838797	152918698	152758897	-1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 [Source:MarkerSymbol;Acc:MGI:1349471]	ENSMUSG00000039037
1104	3	153142791	153446901	153294846	153446901	153142791	-1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 [Source:MarkerSymbol;Acc:MGI:1341828]	ENSMUSG00000052544
1105	3	153631287	153631751	153631519	153631751	153631287	-1		ENSMUSG00000056943
1198	3	153722439	153722520	153722479	153722439	153722520	1		ENSMUSG00000058508
1106	3	153726691	153729473	153728082	153729473	153726691	-1	RIKEN cDNA 5730460C07 gene [Source:MarkerSymbol;Acc:MGI:1917844]	ENSMUSG00000062046
1213	3	153768556	153768678	153768617	153768556	153768678	1	Small nucleolar RNA SNORA17 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000077174
1107	3	153781628	153791001	153786314	153781628	153791001	1	ankyrin repeat and SOCS box-containing protein 17 [Source:MarkerSymbol;Acc:MGI:1914022]	ENSMUSG00000038997
1108	3	153794533	153843370	153818951	153843370	153794533	-1	mutS homolog 4 (E. coli) [Source:MarkerSymbol;Acc:MGI:1860077]	ENSMUSG00000005493
1109	3	153844673	153849697	153847185	153849697	153844673	-1	RAB geranylgeranyl transferase, b subunit [Source:MarkerSymbol;Acc:MGI:99537]	ENSMUSG00000038975
1221	3	153847949	153848019	153847984	153848019	153847949	-1	Small nucleolar RNA SNORD45 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000064731
1251	3	153848996	153849076	153849036	153849076	153848996	-1	Small nucleolar RNA SNORD45 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000065738
1223	3	153849511	153849590	153849551	153849590	153849511	-1	Small nucleolar RNA SNORD45 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000065463
1110	3	153859745	153881818	153870781	153881818	153859745	-1	acyl-Coenzyme A dehydrogenase, medium chain [Source:MarkerSymbol;Acc:MGI:87867]	ENSMUSG00000062908
1111	3	153910822	154207000	154058911	153910822	154207000	1	solute carrier family 44, member 5 [Source:MarkerSymbol;Acc:MGI:3035141]	ENSMUSG00000028360
1112	3	154241591	154265822	154253707	154265822	154241591	-1	LIM homeobox protein 8 [Source:MarkerSymbol;Acc:MGI:1096343]	ENSMUSG00000028201
1113	3	154512492	154532388	154522440	154532388	154512492	-1	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae) [Source:MarkerSymbol;Acc:MGI:2445040]	ENSMUSG00000047583
1114	3	154532492	154558475	154545484	154532492	154558475	1	crystallin, zeta [Source:MarkerSymbol;Acc:MGI:88527]	ENSMUSG00000028199
1115	3	154646426	154700116	154673271	154646426	154700116	1	RIKEN cDNA 4922501L14 gene [Source:MarkerSymbol;Acc:MGI:1919095]	ENSMUSG00000042943
1116	3	154721595	154990700	154856147	154990700	154721595	-1	TNNI3 interacting kinase [Source:MarkerSymbol;Acc:MGI:2443276]	ENSMUSG00000040086
1247	3	154781162	154781225	154781194	154781225	154781162	-1		ENSMUSG00000077105
1117	3	155020215	155028671	155024443	155028671	155020215	-1	fucose-1-phosphate guanylyltransferase [Source:MarkerSymbol;Acc:MGI:1922790]	ENSMUSG00000053870
1309	3	155027311	155027419	155027365	155027311	155027419	1	Y RNA [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000064765
1118	3	155033998	155123683	155078840	155033998	155123683	1	leucine rich repeat containing 44 [Source:MarkerSymbol;Acc:MGI:1921685]	ENSMUSG00000028182
1119	3	155449869	155450598	155450233	155449869	155450598	1		ENSMUSG00000058492
1273	3	155723658	155723761	155723710	155723761	155723658	-1	U6 spliceosomal RNA [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000065807
1199	3	155996182	155997365	155996774	155996182	155997365	1	similar to geminin (LOC640149), mRNA [Source:RefSeq_dna;Acc:XR_003070]	ENSMUSG00000059987
1120	3	156497488	157248203	156872846	156497488	157248203	1	neuronal growth regulator 1 [Source:MarkerSymbol;Acc:MGI:2444846]	ENSMUSG00000040037
1121	3	157143624	157143863	157143744	157143863	157143624	-1	RIKEN cDNA 4930566N20 gene [Source:MarkerSymbol;Acc:MGI:1923174]	ENSMUSG00000054773
1298	3	157146222	157146353	157146288	157146222	157146353	1	Small nucleolar RNA SNORA17 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000077581
1346	3	157172518	157172620	157172569	157172620	157172518	-1	U6 spliceosomal RNA [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000065172
1322	3	157301295	157301397	157301346	157301295	157301397	1	U6 spliceosomal RNA [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000064510
1304	3	157333555	157333661	157333608	157333661	157333555	-1	U6 spliceosomal RNA [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000064557
1122	3	157469680	157483633	157476656	157469680	157483633	1	zinc finger, RAN-binding domain containing 2 (Zranb2), mRNA [Source:RefSeq_dna;Acc:NM_017381]	ENSMUSG00000028180
1323	3	157479572	157479642	157479607	157479572	157479642	1	mmu-mir-186 [Source:miRBase;Acc:MI0000228]	ENSMUSG00000065431
1123	3	157502185	157580051	157541118	157502185	157580051	1	prostaglandin E receptor 3 (subtype EP3) [Source:MarkerSymbol;Acc:MGI:97795]	ENSMUSG00000040016
1124	3	157832479	157860323	157846401	157860323	157832479	-1	cystathionase (cystathionine gamma-lyase) [Source:MarkerSymbol;Acc:MGI:1339968]	ENSMUSG00000028179
1125	3	157860564	157862172	157861368	157860564	157862172	1	RIKEN cDNA 1810013D15 gene [Source:MarkerSymbol;Acc:MGI:1916292]	ENSMUSG00000028177
1126	3	157882544	157942128	157912336	157882544	157942128	1	ankyrin repeat domain 13c [Source:MarkerSymbol;Acc:MGI:2139746]	ENSMUSG00000039988
1127	3	157945937	157971904	157958921	157971904	157945937	-1	splicing factor, arginine/serine-rich 11 [Source:MarkerSymbol;Acc:MGI:1916457]	ENSMUSG00000055436
1128	3	157971996	158003771	157987884	157971996	158003771	1	leucine rich repeat containing 40 [Source:MarkerSymbol;Acc:MGI:1914394]	ENSMUSG00000063052
1129	3	158018188	158496649	158257418	158496649	158018188	-1	leucine rich repeat containing 7 [Source:MarkerSymbol;Acc:MGI:2676665]	ENSMUSG00000028176
1130	3	159430738	159464869	159447804	159430738	159464869	1	DEP domain containing 1a [Source:MarkerSymbol;Acc:MGI:1923381]	ENSMUSG00000028175
1131	3	159535602	159560092	159547847	159535602	159560092	1	retinal pigment epithelium 65 [Source:MarkerSymbol;Acc:MGI:98001]	ENSMUSG00000028174
1132	3	159775030	159871126	159823078	159775030	159871126	1	G protein-coupled receptor 177 [Source:MarkerSymbol;Acc:MGI:1915401]	ENSMUSG00000028173
1202	3	159851548	159851654	159851601	159851654	159851548	-1	U6 spliceosomal RNA [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075903
2	5	3047633	3048772	3048203	3047633	3048772	1		ENSMUSG00000054012
3	5	3096864	3100229	3098546	3096864	3100229	1		ENSMUSG00000040068
4	5	3242437	3242874	3242655	3242437	3242874	1	ribosomal protein L26 [Source:MarkerSymbol;Acc:MGI:106022]	ENSMUSG00000063754
5	5	3350318	3528231	3439274	3350318	3528231	1	cyclin-dependent kinase 6 [Source:MarkerSymbol;Acc:MGI:1277162]	ENSMUSG00000040274
6	5	3549930	3575076	3562503	3549930	3575076	1	RIKEN cDNA 5830415L20 gene [Source:MarkerSymbol;Acc:MGI:1915402]	ENSMUSG00000058503
1590	5	3567160	3567279	3567220	3567160	3567279	1	5S ribosomal RNA [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000065044
7	5	3577679	3590347	3584013	3577679	3590347	1	RIKEN cDNA 1700109H08 gene [Source:MarkerSymbol;Acc:MGI:1924286]	ENSMUSG00000008307
8	5	3589984	3602414	3596199	3602414	3589984	-1	RIKEN cDNA C030048B08 gene [Source:MarkerSymbol;Acc:MGI:2442653]	ENSMUSG00000040302
9	5	3602072	3643107	3622590	3602072	3643107	1	peroxisome biogenesis factor 1 [Source:MarkerSymbol;Acc:MGI:1918632]	ENSMUSG00000005907
10	5	3639882	3640016	3639949	3640016	3639882	-1	Adult male cecum cDNA, RIKEN full-length enriched library, clone:9130430G15 product:hypothetical protein, full insert sequence. [Source:Uniprot/SPTREMBL;Acc:Q3TS14]	ENSMUSG00000073241
11	5	3645975	3653923	3649949	3653923	3645975	-1	GATA zinc finger domain containing 1 [Source:MarkerSymbol;Acc:MGI:1914460]	ENSMUSG00000007415
12	5	3663010	3685422	3674216	3663010	3685422	1	RIKEN cDNA 4930511M11 gene [Source:MarkerSymbol;Acc:MGI:1922305]	ENSMUSG00000014529
13	5	3696006	3808931	3752468	3808931	3696006	-1	ankyrin repeat and IBR domain containing 1 [Source:MarkerSymbol;Acc:MGI:1918047]	ENSMUSG00000040351
14	5	3809195	3847363	3828279	3809195	3847363	1	KRIT1, ankyrin repeat containing [Source:MarkerSymbol;Acc:MGI:1930618]	ENSMUSG00000000600
15	5	3851179	3872602	3861891	3851179	3872602	1	RIKEN cDNA 4932412H11 gene [Source:MarkerSymbol;Acc:MGI:3045299]	ENSMUSG00000040367
16	5	3896588	3899932	3898260	3899932	3896588	-1	mitochondrial transcription termination factor [Source:MarkerSymbol;Acc:MGI:1918240]	ENSMUSG00000040429
17	5	3934184	4086210	4010197	3934184	4086210	1	A kinase (PRKA) anchor protein (yotiao) 9 [Source:MarkerSymbol;Acc:MGI:2178217]	ENSMUSG00000040407
18	5	4086680	4110703	4098692	4110703	4086680	-1	cytochrome P450, family 51 [Source:MarkerSymbol;Acc:MGI:106040]	ENSMUSG00000001467
19	5	4198373	4203657	4201015	4198373	4203657	1	predicted gene, ENSMUSG00000053178 [Source:MarkerSymbol;Acc:MGI:3704243]	ENSMUSG00000053178
20	5	4761658	4763586	4762622	4763586	4761658	-1	frizzled homolog 1 (Drosophila) [Source:MarkerSymbol;Acc:MGI:1196625]	ENSMUSG00000044674
21	5	4770840	4779082	4774961	4770840	4779082	1		ENSMUSG00000067974
22	5	4809739	5386209	5097974	5386209	4809739	-1	PFTAIRE protein kinase 1 [Source:MarkerSymbol;Acc:MGI:894318]	ENSMUSG00000028926
1567	5	4991117	4991244	4991181	4991244	4991117	-1	Small Cajal body specific RNA 4 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000077584
23	5	5179616	5184894	5182255	5184894	5179616	-1	predicted gene, ENSMUSG00000073235 [Source:MarkerSymbol;Acc:MGI:3642756]	ENSMUSG00000073235
24	5	5511115	5520879	5515997	5520879	5511115	-1	claudin 12 [Source:MarkerSymbol;Acc:MGI:1929288]	ENSMUSG00000046798
25	5	5545273	5563415	5554344	5563415	5545273	-1		ENSMUSG00000040464
1405	5	5573334	5573761	5573548	5573334	5573761	1		ENSMUSG00000047952
26	5	5581312	5581710	5581511	5581312	5581710	1	predicted gene, EG667705 [Source:MarkerSymbol;Acc:MGI:3646213]	ENSMUSG00000073234
27	5	5585286	5670238	5627762	5670238	5585286	-1	RIKEN cDNA A330021E22 gene [Source:MarkerSymbol;Acc:MGI:2443778]	ENSMUSG00000040473
28	5	5673762	5674088	5673925	5673762	5674088	1	predicted gene, ENSMUSG00000073232 [Source:MarkerSymbol;Acc:MGI:3642893]	ENSMUSG00000073232
29	5	5676944	5699767	5688356	5699767	5676944	-1	six transmembrane epithelial antigen of prostate 2 [Source:MarkerSymbol;Acc:MGI:1921301]	ENSMUSG00000015653
30	5	5742328	5755317	5748822	5755317	5742328	-1	six transmembrane epithelial antigen of the prostate 1 [Source:MarkerSymbol;Acc:MGI:1917608]	ENSMUSG00000015652
31	5	5787621	5789561	5788591	5789561	5787621	-1	heat shock protein 8 [Source:MarkerSymbol;Acc:MGI:105384]	ENSMUSG00000062019
32	5	5804269	5805226	5804747	5804269	5805226	1		ENSMUSG00000052208
33	5	6755155	6755433	6755294	6755433	6755155	-1		ENSMUSG00000070950
1514	5	7183712	7183862	7183787	7183862	7183712	-1	U12 minor spliceosomal RNA [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000064851
34	5	7185371	7186657	7186014	7185371	7186657	1		ENSMUSG00000056506
35	5	7310133	7317497	7313815	7310133	7317497	1	RIKEN cDNA 4921511H03 gene [Source:MarkerSymbol;Acc:MGI:1918170]	ENSMUSG00000040514
36	5	7863503	7863853	7863678	7863503	7863853	1		ENSMUSG00000067934
37	5	7966478	7988219	7977348	7966478	7988219	1	STEAP family member 4 [Source:MarkerSymbol;Acc:MGI:1923560]	ENSMUSG00000012428
38	5	8052084	8073860	8062972	8052084	8073860	1	sorcin [Source:MarkerSymbol;Acc:MGI:98419]	ENSMUSG00000003161
1406	5	8061145	8061559	8061352	8061145	8061559	1		ENSMUSG00000066707
39	5	8083845	8374087	8228966	8374087	8083845	-1	a disintegrin and metallopeptidase domain 22 [Source:MarkerSymbol;Acc:MGI:1340046]	ENSMUSG00000040537
40	5	8403001	8428612	8415807	8428612	8403001	-1	DBF4 homolog (S. cerevisiae) [Source:MarkerSymbol;Acc:MGI:1351328]	ENSMUSG00000002297
